date,price,commodity,price_lag_7,price_lag_14,price_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,day_of_week,month,temperature,rainfall,rainfall_30d,ndvi_proxy
2021-02-16,946.3072021088751,onion,986.6199932407397,1196.6053698164872,1383.2926713044756,1018.4673666069212,1151.768167350236,44.06544448789848,1,2,30.052113117522943,0.5246499397184403,1.297747559722742,0.043258251990758056
2021-02-17,929.8491195187082,onion,1002.2306551693811,1197.4984011832607,1330.4852618616649,1008.1271472282536,1138.4136292721373,55.51531672818628,2,2,34.02367288228962,0.3291476409722695,1.2726874362672624,0.04242291454224201
2021-02-18,989.6082484392799,onion,1044.609371065764,1146.1628867118006,1345.0879232541952,1000.2698439958989,1126.5643067783064,53.34094550814089,3,2,34.297264119736724,1.3134268091253471,1.2162038684895584,0.04054012894965198
2021-02-19,1012.4969979489174,onion,1057.7855977039471,1189.866874582724,1298.2849610130506,993.8000440308946,1117.0380413428354,47.64446801446871,4,2,29.49159851140416,0.27731393528623977,1.181842900726836,0.0393947633575612
2021-02-20,929.5950502218022,onion,1056.347471630456,1130.5273545925186,1227.204076726025,975.6925552582298,1107.1177404593614,43.84614098836223,5,2,35.873826225200744,0.18839193105909718,1.186340994061658,0.03954469980205533
2021-02-21,952.7073476871059,onion,1045.6653374183825,1143.859987250906,1301.4424336375823,962.412842439476,1095.4932375943456,31.44460365320597,6,2,33.95110095249576,0.7546692189786288,1.139620604928724,0.037987353497624055
2021-02-22,939.899086712548,onion,976.3259311516434,1048.4992813118993,1289.624769940504,957.2090075196053,1083.8357148200803,31.770831664042326,0,2,35.70864585785936,0.3424725522651899,1.0848561537934254,0.03616187179311414
2021-02-23,912.7550049629991,onion,946.3072021088751,986.6199932407397,1292.70868477609,952.4158364987659,1071.1705921596438,35.94626088759356,1,2,30.329355384776534,0.9912975749934076,1.0983738967380312,0.0366124632246011
2021-02-24,950.5837193057826,onion,929.8491195187082,1002.2306551693811,1221.1171017698953,955.3779221826336,1062.1528127441736,34.60607920523613,2,2,30.383742279242732,0.12549369577136735,1.073171734462696,0.03577239114875652
2021-02-25,1008.6220210444644,onion,989.6082484392799,1044.609371065764,1194.9756235082384,958.0941754119457,1055.941025995381,38.29067970687346,3,2,32.91682691348955,1.064040165121242,0.9842073853119981,0.03280691284373327
2021-02-26,1060.513586579385,onion,1012.4969979489174,1057.7855977039471,1202.122240523567,964.9536880734411,1051.220737530575,51.636155293085096,4,2,34.31727511744847,0.333093091564951,0.9699792368729373,0.03233264122909796
2021-02-27,1022.8424386866654,onion,929.5950502218022,1056.347471630456,1146.0301168419803,978.2747435684214,1047.1144815920645,53.003892531656156,5,2,36.99890570219871,0.00024296394786243696,0.8914116088167036,0.029713720293890078
2021-02-28,1012.4249711203714,onion,952.7073476871059,1045.6653374183825,1167.3944154224241,986.8058326303166,1041.9488334486625,53.00875035732061,6,2,34.91032874290554,0.13574648146529475,0.8930468224156479,0.029768227413854986
2021-03-01,1038.7396432681421,onion,939.899086712548,976.3259311516434,1139.5145926180353,1000.9259121382586,1038.589668470333,51.576491809521556,0,3,33.102277029133965,2.712289843223777,0.9763891345705832,0.03254630448568607
2021-03-02,1096.742106758897,onion,912.7550049629991,946.3072021088751,1127.6396132760108,1027.209783823387,1037.5597515864292,45.70110857228769,1,3,31.621825131964183,2.0200761716097015,1.024352756355465,0.034145091878515554
2021-03-03,1080.8485527314547,onion,950.5837193057826,929.8491195187082,1100.5014903990207,1045.81904574134,1036.904653664177,34.431040527932254,2,3,36.21891819688073,0.26606283741089676,1.003925153389887,0.03346417177966288
2021-03-04,1079.9486328436346,onion,1008.6220210444644,989.6082484392799,1196.6053698164872,1056.0085617126501,1033.016095765082,32.06089448321468,3,3,31.91126424793221,1.5067545476034818,0.9976816845075749,0.03325605615025251
2021-03-05,1033.0329114864605,onion,1060.513586579385,1012.4969979489174,1197.4984011832607,1052.0827509850894,1027.5339127751884,33.083498040485274,4,3,37.17675057414013,0.9379526491728754,0.8807823179355904,0.029359410597853075
2021-03-06,982.5619220526977,onion,1022.8424386866654,929.5950502218022,1146.1628867118006,1046.3283914659512,1022.0805472865518,41.45975613647863,5,3,33.42753939730942,3.537179023406595,0.9822744420697478,0.03274248140232494
2021-03-07,1033.5369747313537,onion,1012.4249711203714,952.7073476871059,1189.866874582724,1049.3443919818058,1016.8695506248393,39.29370791561365,6,3,37.251302273262056,0.4677751693624183,0.9962477275510977,0.03320825758503654
2021-03-08,1110.6782366652676,onion,1038.7396432681421,939.899086712548,1130.5273545925186,1059.621333895681,1016.2079133605977,45.04450383271436,0,3,35.49914246197189,1.1440091460496935,0.9805376107045045,0.032684587023483536
2021-03-09,1114.8641658529455,onion,1096.742106758897,912.7550049629991,1143.859987250906,1062.2101994805448,1015.2413859806658,47.95996087500699,1,3,33.93572189828143,0.06564390243194453,0.9518156427187124,0.031727188090623804
2021-03-10,1172.7435274304878,onion,1080.8485527314547,950.5837193057826,1048.4992813118993,1075.3380530089782,1019.3828608512854,63.8550333316665,2,3,33.236624092139714,0.5045906795180224,0.9612578726464781,0.032041929088215904
2021-03-11,1197.3704581342597,onion,1079.9486328436346,1008.6220210444644,986.6199932407397,1092.1125994790675,1026.407876347736,78.91529665833552,3,3,33.65655653353709,3.3191841573282,1.0491354373064268,0.03497118124354748
2021-03-12,1171.1670612413182,onion,1033.0329114864605,1060.513586579385,1002.2306551693811,1111.8460494440471,1032.0390898834673,78.95049011734288,4,3,35.25519396416943,0.7743157497530402,1.029745998307696,0.03432486661025658
2021-03-13,1195.8135002919125,onion,982.5619220526977,1022.8424386866654,1044.609371065764,1142.310560621078,1037.0792275243389,59.495968289695384,5,3,34.61027686670686,0.3395081449998449,0.9920140046989734,0.033067133489965816
2021-03-14,1278.7990586093729,onion,1033.5369747313537,1012.4249711203714,1057.7855977039471,1177.3480011750805,1044.446342887853,56.92492551325247,6,3,33.32294234681412,0.12814133157086122,0.9732059058970625,0.032440196863235515
2021-03-15,1281.4317754816877,onion,1110.6782366652676,1038.7396432681421,1056.347471630456,1201.7413638631406,1051.9491530162275,60.09160290705168,0,3,34.23108544528379,1.215803647512411,1.001594288897072,0.03338647629656899
2021-03-16,1364.0353227627543,onion,1114.8641658529455,1096.742106758897,1045.6653374183825,1237.337243421685,1062.5614858610397,72.55827486695964,1,3,34.7684518981613,1.0352320602387166,0.9147751328765129,0.030492504429217138
2021-03-17,1235.767361103012,onion,1172.7435274304878,1080.8485527314547,976.3259311516434,1246.3406482320454,1071.2095335260854,66.8965704249282,2,3,30.399931187718924,0.4683070110826722,0.894093735751483,0.029803124525049407
2021-03-18,1282.147139099713,onion,1197.3704581342597,1079.9486328436346,946.3072021088751,1258.4516026556814,1082.4041980924467,64.1719117662183,3,3,35.61697544809247,3.0147387958888547,0.9770966976238301,0.03256988992079424
2021-03-19,1290.8565497296274,onion,1171.1670612413182,1033.0329114864605,929.8491195187082,1275.5501010111543,1094.4377790994774,51.78993541421752,4,3,32.781562102290586,0.02245300569573935,0.9668735431146125,0.03222911810382045
2021-03-20,1280.0890512117414,onion,1195.8135002919125,982.5619220526977,989.6082484392799,1287.5894654282727,1104.120472525226,38.16900349528733,5,3,32.47181860864508,0.36200893244129334,0.9351596138918107,0.03117198712972702
2021-03-21,1289.0753090142816,onion,1278.7990586093729,1033.5369747313537,1012.4969979489174,1289.0575012004026,1113.3397495607383,37.971672649625965,6,3,31.43837600849467,2.539187386979209,1.0105553956149096,0.03368517985383024
2021-03-22,1193.9153571039512,onion,1281.4317754816877,1110.6782366652676,929.5950502218022,1276.5551557178685,1122.1504264568098,52.52111152581458,0,3,31.256953171785142,0.3870390724670644,1.0171769669951751,0.03390589889983919
2021-03-23,1189.0534555699967,onion,1364.0353227627543,1114.8641658529455,952.7073476871059,1251.5577461189034,1130.0286300529062,45.05640433833989,1,3,32.162599417715285,0.2906903713223509,1.0017110054066327,0.03339036684688779
2021-03-24,1213.128015034184,onion,1235.767361103012,1172.7435274304878,939.899086712548,1248.3235538233566,1139.1362609969608,47.14298358020617,2,3,33.481283035612556,0.7640427394331647,1.0157633449788985,0.03385877816596339
2021-03-25,1292.7601569705762,onion,1282.147139099713,1197.3704581342597,912.7550049629991,1249.83969923348,1151.8030993972134,48.56138950690081,3,3,38.828740369232456,1.7361454969739716,1.0405916090449172,0.03468638696816384
2021-03-26,1270.9914429174823,onion,1290.8565497296274,1171.1670612413182,950.5837193057826,1247.001826831745,1162.4833568509368,46.29235160534313,4,3,33.890419717149115,0.10886304332876567,1.0400372539634972,0.03466790846544987
2021-03-27,1235.1469339144733,onion,1280.0890512117414,1195.8135002919125,1008.6220210444644,1240.5815243607065,1170.034187279937,43.998338955553336,5,3,35.31469017400786,2.8650674042850537,1.1000714952689574,0.03666904984229857
2021-03-28,1215.356143056957,onion,1289.0753090142816,1278.7990586093729,1060.513586579385,1230.0502149382316,1175.1956058291894,38.99452173044156,6,3,35.77421250409421,1.5851008810121179,1.1418050882505297,0.0380601696083509
2021-03-29,1266.8191260809217,onion,1193.9153571039512,1281.4317754816877,1022.8424386866654,1240.4650390777988,1183.3281620756645,37.43968770530377,0,3,35.24648458398734,0.199976804156757,1.1484628829241599,0.03828209609747202
2021-03-30,1287.9202990422875,onion,1189.0534555699967,1364.0353227627543,1012.4249711203714,1254.5888738595547,1192.511339673062,33.22361888211812,1,3,34.83761319094484,1.2448224422774432,1.1854320816178978,0.039514402720596586
2021-03-31,1265.67388287309,onion,1213.128015034184,1235.767361103012,1038.7396432681421,1262.0954264079699,1200.07581432656,27.785755948877682,2,3,32.60709749260042,0.4860658957654,1.1112246167026185,0.03704082055675395
2021-04-01,1296.023776871296,onion,1292.7601569705762,1282.147139099713,1096.742106758897,1262.5616578223583,1206.71853666364,28.40649885873022,3,4,37.90176249392032,0.5146574191867483,1.0610439916218537,0.035368133054061834
2021-04-02,1304.957178801272,onion,1270.9914429174823,1290.8565497296274,1080.8485527314547,1267.4139058057567,1214.1888241993004,32.6677307990191,4,4,38.61355987382314,1.5291956513135994,1.1031484187519436,0.03677161395839812
2021-04-03,1357.290284751891,onion,1235.1469339144733,1280.0890512117414,1079.9486328436346,1284.862955925388,1223.4335459295758,43.41352396860868,5,4,31.630145418628203,3.291038213455835,1.162624540947022,0.03875415136490068
2021-04-04,1325.0418243629856,onion,1215.356143056957,1289.0753090142816,1033.0329114864605,1300.5323389691061,1233.1671763587933,32.59049416430423,6,4,32.94073997407757,0.13542561163620603,1.1358736396957998,0.0378624546565266
2021-04-05,1312.1578805458375,onion,1266.8191260809217,1193.9153571039512,982.5619220526977,1307.0093038926657,1244.1537083085645,29.09111213240932,0,4,34.41955092389991,0.5458143815444118,1.0361614849670604,0.034538716165568695
2021-04-06,1296.3093152783129,onion,1287.9202990422875,1189.0534555699967,1033.5369747313537,1308.2077347835263,1252.9127863267965,28.336674777194144,1,4,33.037513427721315,0.6557388936367703,1.042426942442872,0.034747564748095816
2021-04-07,1227.2073815661406,onion,1265.67388287309,1213.128015034184,1110.6782366652676,1302.712520311105,1256.7970911568257,39.49335347643479,2,4,35.96298421791871,0.4721047421663407,1.0200301289800937,0.03400100429933639
2021-04-08,1247.4692477880465,onion,1296.023776871296,1292.7601569705762,1114.8641658529455,1295.7761590134978,1261.2172605546623,44.774691375791804,3,4,33.476024087860914,0.4512825650064632,1.032884751065911,0.034429491702197
2021-04-09,1265.57262644128,onion,1304.957178801272,1270.9914429174823,1172.7435274304878,1290.149794390642,1264.311563855022,45.8893748235846,4,4,39.24125277554775,0.053684221494628495,1.0178545357984645,0.033928484526615454
2021-04-10,1270.5168467445774,onion,1357.290284751891,1235.1469339144733,1197.3704581342597,1277.7535889610258,1266.7497768086992,35.206424967960835,5,4,37.2678730910106,1.1568940102633196,0.9457781975629685,0.03152593991876562
2021-04-11,1263.3771531409284,onion,1325.0418243629856,1215.356143056957,1171.1670612413182,1268.9443502150175,1269.8234465386863,28.472911227506717,6,4,35.28462956090274,0.5730812719665113,0.9390703816367509,0.03130234605455828
2021-04-12,1197.3410729755892,onion,1312.1578805458375,1266.8191260809217,1195.8135002919125,1252.5419491335535,1269.874365628142,32.2505525061975,0,4,36.88323804643928,0.2166568885793622,0.9349753397560682,0.031165844658535558
2021-04-13,1182.3619853778096,onion,1296.3093152783129,1287.9202990422875,1278.7990586093729,1236.2637591477674,1266.6597965204235,35.1078754477885,1,4,37.007937765169515,1.693001615679946,0.987137349226371,0.03290457830754567
2021-04-14,1171.5790198439147,onion,1227.2073815661406,1265.67388287309,1281.4317754816877,1228.3168503303064,1262.9980379991644,42.92513155945608,2,4,33.632210530207196,1.6223243275329695,1.0006880385603896,0.033356267952013074
2021-04-15,1138.0335759859554,onion,1247.4692477880465,1296.023776871296,1364.0353227627543,1212.683182930008,1255.4646464399377,53.43029090889606,3,4,33.08874747720669,0.6662942262892634,0.9883901107620744,0.032946337025402506
2021-04-16,1137.2086188829358,onion,1265.57262644128,1304.957178801272,1235.767361103012,1194.34546756453,1252.1793550326017,54.27398067374158,4,4,34.835663956179935,0.3544640485526119,0.9845953453444057,0.032819844844813484
2021-04-17,1164.666989346004,onion,1270.5168467445774,1357.290284751891,1282.147139099713,1179.224059364734,1248.2633500408115,43.11249631411002,5,4,36.35797773463738,1.0163672485770086,0.917982960434011,0.03059943201446702
2021-04-18,1265.6829446196102,onion,1263.3771531409284,1325.0418243629856,1290.8565497296274,1179.5534581474026,1247.4242298704776,43.86486854174917,6,4,34.8652989671798,0.33989106424633686,0.9285642290523641,0.030952140968412034
2021-04-19,1279.09817636881,onion,1197.3410729755892,1312.1578805458375,1280.0890512117414,1191.2330443464343,1247.3912007090466,57.99802108858096,0,4,31.382817001922465,0.26919786987434785,0.9254705269667993,0.03084901756555991
2021-04-20,1296.393732377572,onion,1182.3619853778096,1296.3093152783129,1289.0753090142816,1207.523293917829,1247.6351481544893,69.88692260051013,1,4,32.87796691222003,1.3112412649772278,0.8845389895667332,0.0294846329855577
2021-04-21,1296.743561941712,onion,1171.5790198439147,1227.2073815661406,1193.9153571039512,1225.4039427889427,1251.062754982415,74.98370252106636,2,4,34.27966570671545,0.04116084329900907,0.8730097152611315,0.029100323842037645
2021-04-22,1204.8701299379254,onion,1138.0335759859554,1247.4692477880465,1189.0534555699967,1234.9520219249384,1251.589977461346,65.68260758020101,3,4,34.21748225430265,0.09956453489097496,0.8666388540467521,0.028887961801558393
2021-04-23,1209.447033566706,onion,1137.2086188829358,1265.57262644128,1213.128015034184,1245.2717954511913,1251.4672780790968,52.019991581279335,4,4,38.25232366395941,0.006811318475385713,0.8413978066814928,0.02804659355604977
2021-04-24,1218.2696033924233,onion,1164.666989346004,1270.5168467445774,1292.7601569705762,1252.929311743537,1248.9842596264914,40.9430455288181,5,4,31.47093133713294,0.1659875103994546,0.789059207129009,0.026301973570966863
2021-04-25,1347.0663169488391,onion,1265.6829446196102,1263.3771531409284,1270.9914429174823,1264.55550779057,1251.52008876087,54.483849929537826,6,4,35.18701474426569,0.07148526998011966,0.7878132813507208,0.0262604427116907
2021-04-26,1340.5069423708062,onion,1279.09817636881,1197.3410729755892,1235.1469339144733,1273.3281886479979,1255.0320890427477,61.683805435870305,0,4,37.08427251759874,5.473234669787087,0.8747521902007886,0.0291584063400262
2021-04-27,1358.7741706400707,onion,1296.393732377572,1182.3619853778096,1215.356143056957,1282.2396798283548,1259.812689962185,69.57303707130073,1,4,38.57645751409244,0.34081561337632876,0.8332760146129289,0.027775867153764233
2021-04-28,1359.863098742007,onion,1296.743561941712,1171.5790198439147,1266.8191260809217,1291.2567565141112,1262.9141557175544,75.59577125269203,2,4,33.14959806098117,0.16165813851906297,0.8319987257583391,0.027733290858611315
2021-04-29,1304.2319348861902,onion,1204.8701299379254,1138.0335759859554,1287.9202990422875,1305.4513000781492,1263.4578769123511,65.29884419774773,3,4,34.86343213173533,0.2757485714220042,0.7996962633964912,0.02665654211321633
2021-04-30,1365.2884369142173,onion,1209.447033566706,1137.2086188829358,1265.67388287309,1327.7143576992219,1266.7783620470555,52.40513959405467,4,4,34.93964275413265,2.750836178289058,0.8751886061472798,0.029172953538242674
2021-05-01,1405.5793198102717,onion,1218.2696033924233,1164.666989346004,1296.023776871296,1354.4728886160574,1270.4302134783545,30.415065282200672,5,5,34.1080266501998,0.7343030287706335,0.8825101264667425,0.02941700421555804
2021-05-02,1447.0193307662187,onion,1347.0663169488391,1265.6829446196102,1304.957178801272,1368.7518905899688,1275.1656185438528,45.886117264952695,6,5,33.4337308780205,0.45384385860468335,0.8466650667097787,0.028222168890325916
2021-05-03,1402.6095714111575,onion,1340.5069423708062,1279.09817636881,1357.290284751891,1377.6236947385903,1276.676261432495,45.51706206585936,0,5,34.41517247649836,2.0666552984773294,0.8058523028771618,0.02686174342923875
2021-05-04,1474.6970955297395,onion,1358.7741706400707,1296.393732377572,1325.0418243629856,1394.1841125799717,1281.664770471387,57.124171975755594,1,5,28.38799840309126,0.5025107393434689,0.8180884738007372,0.02726961579335796
2021-05-05,1405.1106004795306,onion,1359.863098742007,1296.743561941712,1312.1578805458375,1400.6480413996178,1284.7631944691768,55.118063675395156,2,5,34.72339377431163,0.40798112556375277,0.8134940319347153,0.027116467731157168
2021-05-06,1436.3512431599536,onion,1304.2319348861902,1204.8701299379254,1296.3093152783129,1419.5222282958698,1289.431258731898,35.85390300399102,3,5,33.51589779456303,0.23228839138124227,0.7993790151928644,0.02664596717309553
2021-05-07,1547.1469995872533,onion,1365.2884369142173,1209.447033566706,1227.2073815661406,1445.5020229634465,1300.0959126659352,52.177811641988285,4,5,32.72043072090263,0.47448858991801834,0.7994584767845869,0.026648615892819527
2021-05-08,1496.6772433389738,onion,1405.5793198102717,1218.2696033924233,1247.4692477880465,1458.5160120389753,1308.402845850966,51.92089774888699,5,5,37.158523854648564,0.38079838270690136,0.7971090040412683,0.026570300134708957
2021-05-09,1468.4288119920557,onion,1447.0193307662187,1347.0663169488391,1265.57262644128,1461.574509356952,1315.1647187026585,51.761128948301575,6,5,31.611960600245055,1.131044449284091,0.8330210116342504,0.027767367054475023
2021-05-10,1474.0428040065967,onion,1402.6095714111575,1340.5069423708062,1270.5168467445774,1471.779256870586,1321.9489172780593,44.76777706828881,0,5,32.050346572657084,0.34190274169784074,0.805854636015401,0.02686182120051339
2021-05-11,1449.3881652206546,onion,1474.6970955297395,1358.7741706400707,1263.3771531409284,1468.1636953978596,1328.1492843473834,45.50872515483408,1,5,36.73194701807988,0.8608554252288111,0.8154471077908111,0.0271815702596937
2021-05-12,1372.8672303629348,onion,1405.1106004795306,1359.863098742007,1197.3410729755892,1463.5574996669177,1334.0001562602952,53.826060272727794,2,5,30.974763518205716,0.06816339241982185,0.810497324585493,0.027016577486183135
2021-05-13,1378.8380344959776,onion,1436.3512431599536,1304.2319348861902,1182.3619853778096,1455.3413270006354,1340.549357897567,62.38073623543861,3,5,31.426437709447008,0.2123138506563083,0.7611410657513716,0.025371368858378984
2021-05-14,1328.1460881197527,onion,1547.1469995872533,1365.2884369142173,1171.5790198439147,1424.0554825052782,1345.7682601734284,63.56998287192616,4,5,32.11816926162426,0.5232445396151938,0.7245050728207793,0.02415016909402601
2021-05-15,1355.2627878891167,onion,1496.6772433389738,1405.5793198102717,1138.0335759859554,1403.8534174410127,1353.0092339035339,58.94701998399659,5,5,33.97704450512397,2.7638153833136316,0.7944224447215915,0.026480748157386325
2021-05-16,1312.1863204196443,onion,1468.4288119920557,1447.0193307662187,1137.2086188829358,1381.5330615020969,1358.8418239547575,59.99165783699283,6,5,32.592374151466245,0.4736133134690905,0.7983940868854742,0.026613136229515777
2021-05-17,1393.4393142621284,onion,1474.0428040065967,1402.6095714111575,1164.666989346004,1370.0182772528867,1366.4675681186284,45.184010192730874,0,5,29.47058540676725,1.0908647421634592,0.8008773366716891,0.02669591122238968
2021-05-18,1356.407863360074,onion,1449.3881652206546,1474.6970955297395,1265.6829446196102,1356.7353769870897,1369.4917320766438,28.577919321860687,1,5,30.868475142615395,0.2944881445323355,0.7993639060145558,0.02664546353381847
2021-05-19,1343.1766302825888,onion,1372.8672303629348,1405.1106004795306,1279.09817636881,1352.4938626898977,1371.6276805404364,27.981704292640632,2,5,30.59302522834574,0.1358581843325942,0.7949192498298306,0.026497308327661062
2021-05-20,1386.9889585454207,onion,1378.8380344959776,1436.3512431599536,1296.393732377572,1353.6582804112466,1374.647521412698,29.394613509535038,3,5,31.526196551689246,0.06031980586259154,0.7532218678593429,0.025107395595311388
2021-05-21,1327.7059635528146,onion,1328.1460881197527,1547.1469995872533,1296.743561941712,1353.5954054731124,1375.6796014664012,29.45867993831078,4,5,32.40325088935051,0.36443857240944433,0.763997792163024,0.025466593072100863
2021-05-22,1342.5248410119648,onion,1355.2627878891167,1496.6772433389738,1204.8701299379254,1351.7756987763767,1380.268091835536,29.73068237914942,5,5,32.256958644141584,0.17157276475250227,0.7663980664917415,0.02554660221639138
2021-05-23,1411.0314819058467,onion,1312.1863204196443,1468.4288119920557,1209.447033566706,1365.8964361315482,1386.9875734468408,31.229375166706458,6,5,27.73560463786154,0.19117315447108982,0.7725434610249317,0.025751448700831014
2021-05-24,1332.4366905396685,onion,1393.4393142621284,1474.0428040065967,1218.2696033924233,1357.1817755997683,1390.7931430184155,30.770577185263427,0,5,33.28072797475499,1.430285155934479,0.8146867158760992,0.027156223862536688
2021-05-25,1345.0196496554904,onion,1356.407863360074,1449.3881652206546,1347.0663169488391,1355.5548879276848,1390.724920775304,31.117416197182898,1,5,31.521378324242477,0.015964833420840076,0.8128360346574565,0.0270945344885819
2021-05-26,1361.1133963748018,onion,1343.1766302825888,1372.8672303629348,1340.5069423708062,1358.1172830837152,1391.4118025754372,30.663431575768374,2,5,33.64691661811255,0.8160159093633331,0.657595409309998,0.02191984697699989
2021-05-27,1402.9822720361713,onion,1386.9889585454207,1378.8380344959776,1358.7741706400707,1360.4020421538225,1392.8854059553073,33.62595460278137,3,5,31.62611933362459,0.47716743710175374,0.6621404701008456,0.022071349003361496
2021-05-28,1343.0750910515437,onion,1327.7059635528146,1328.1460881197527,1359.863098742007,1362.597631796498,1392.3258056989584,31.57444726133829,4,5,32.79853853957329,0.7063337421787874,0.6802963235561698,0.022676544118539033
2021-05-29,1280.190758576299,onion,1342.5248410119648,1355.2627878891167,1304.2319348861902,1353.6927628771175,1391.5244331552956,44.374492128370655,5,5,31.385495008306766,0.8274336861295934,0.6986858273797559,0.02328952757932512
2021-05-30,1310.6840216856178,onion,1411.0314819058467,1312.1863204196443,1365.2884369142173,1339.3574114170847,1389.7042859810088,38.59637357435727,6,5,32.999751994024834,0.3759563475904505,0.6195231663564691,0.020650772211882273
2021-05-31,1329.3195749135648,onion,1332.4366905396685,1393.4393142621284,1405.5793198102717,1338.9121091847842,1387.162294484452,38.70735081826558,0,5,31.205125182194084,0.34971189970148353,0.606703462054164,0.020223448735138816
2021-06-01,1345.2578259325874,onion,1345.0196496554904,1356.407863360074,1447.0193307662187,1338.9461343672265,1383.7702443233309,38.7137185216913,1,6,29.81658764157195,9.537163476051408,0.9094807826357216,0.03031602608785744
2021-06-02,1365.6750798887845,onion,1361.1133963748018,1343.1766302825888,1402.6095714111575,1339.5978034406526,1382.5390946059185,39.18458099468372,2,6,34.40759651198067,25.48309920498937,1.6900289128527894,0.05633429709509297
2021-06-03,1334.360342212084,onion,1402.9822720361713,1386.9889585454207,1474.6970955297395,1329.7946706086402,1377.8612028286632,27.537001089756117,3,6,31.489669321298422,6.057065111996833,1.8751807252745682,0.06250602417581896
2021-06-04,1349.2858202258926,onion,1343.0750910515437,1327.7059635528146,1405.1106004795306,1330.681917633547,1376.0003768202084,28.129887632737923,4,6,30.706555777093413,7.3361499620386095,2.1061196864903966,0.07020398954967988
2021-06-05,1366.9537274863087,onion,1280.190758576299,1342.5248410119648,1436.3512431599536,1343.0766274778343,1373.6871262977538,20.16031039594462,5,6,26.85257901042828,2.237578597408546,2.1729626933579738,0.07243208977859916
