date,price,commodity
2021-08-07,2065.5950742157443,onion
2021-08-08,2037.5149953399746,onion
2021-08-09,2038.3584024024913,onion
2021-08-10,2150.8241626881168,onion
2021-08-11,2051.9444198047668,onion
2021-08-12,2082.718540927397,onion
2021-08-13,1997.9283765493662,onion
2021-08-14,1971.873215728907,onion
2021-08-15,2024.3832812626972,onion
2021-08-16,2024.6096165922163,onion
2021-08-17,1967.7301853639067,onion
2021-08-18,1930.11039619363,onion
2021-08-19,1962.9880757164913,onion
2021-08-20,1924.7099826163044,onion
2021-08-21,1934.538712443077,onion
2021-08-22,1935.6265301894061,onion
2021-08-23,1901.8339822053272,onion
2021-08-24,2008.494507027487,onion
2021-08-25,2037.5205680028378,onion
2021-08-26,1933.0130273099005,onion
2021-08-27,1941.1754825021737,onion
2021-08-28,1906.762649613711,onion
2021-08-29,1948.7490633612479,onion
2021-08-30,1907.6480451723878,onion
2021-08-31,1901.258262195595,onion
2021-09-01,1925.982460900706,onion
2021-09-02,1968.2505713911978,onion
2021-09-03,1906.3707396105851,onion
2021-09-04,1889.018263026326,onion
2021-09-05,1864.9906322077516,onion
2021-09-06,1832.524357934911,onion
2021-09-07,1921.6465827902675,onion
2021-09-08,1940.96273668251,onion
2021-09-09,1876.5992842321075,onion
2021-09-10,1922.460395900204,onion
2021-09-11,2027.6189978328316,onion
2021-09-12,2076.189880903732,onion
2021-09-13,1996.1975849879566,onion
2021-09-14,1969.561929644885,onion
2021-09-15,2031.0162485113183,onion
2021-09-16,1992.5124502601527,onion
2021-09-17,2012.3531726622612,onion
2021-09-18,2048.3378118804826,onion
2021-09-19,1998.5245320639688,onion
2021-09-20,1993.0777736195994,onion
2021-09-21,1828.6528511437539,onion
2021-09-22,1778.3604120541643,onion
2021-09-23,1767.6647962434229,onion
2021-09-24,1707.4223412203119,onion
2021-09-25,1792.3944595924875,onion
2021-09-26,1722.539501502606,onion
2021-09-27,1703.5864871377048,onion
2021-09-28,1713.5517862592553,onion
2021-09-29,1788.844414987376,onion
2021-09-30,1718.7744191286565,onion
2021-10-01,1772.5571183538314,onion
2021-10-02,1767.6176290377339,onion
2021-10-03,1713.1898439045815,onion
2021-10-04,1732.0312207396535,onion
2021-10-05,1737.3435811035338,onion
2021-10-06,1702.5858656235232,onion
2021-10-07,1702.0242525605536,onion
2021-10-08,1678.7180876662544,onion
2021-10-09,1680.8195931754917,onion
2021-10-10,1710.3097350380342,onion
2021-10-11,1785.404381144541,onion
2021-10-12,1717.8055185803078,onion
2021-10-13,1820.1010769415147,onion
2021-10-14,1716.0946654265595,onion
2021-10-15,1734.1835173662491,onion
2021-10-16,1788.915707343153,onion
2021-10-17,1827.1869865830415,onion
2021-10-18,1819.5082708603509,onion
2021-10-19,1832.7119929252801,onion
2021-10-20,1831.4077063338327,onion
2021-10-21,1825.3113143599455,onion
2021-10-22,1891.285192923798,onion
2021-10-23,1931.3102633635744,onion
2021-10-24,1918.0385783332704,onion
2021-10-25,1984.6578005382676,onion
2021-10-26,1990.3296205713327,onion
2021-10-27,2021.1661341018541,onion
2021-10-28,2042.2242535159976,onion
2021-10-29,1989.930017899574,onion
2021-10-30,1952.122365531734,onion
2021-10-31,1980.4445984772624,onion
2021-11-01,2001.3542197793904,onion
2021-11-02,1990.2820556855952,onion
2021-11-03,1986.3427837373224,onion
2021-11-04,2040.4991728519972,onion
2021-11-05,2000.1106199531657,onion
2021-11-06,2017.4632766126042,onion
2021-11-07,1997.0043784586574,onion
2021-11-08,1976.1802307281232,onion
2021-11-09,2021.5954687129201,onion
2021-11-10,2052.434376788063,onion
2021-11-11,2082.061171052334,onion
2021-11-12,2135.6938879890035,onion
2021-11-13,2124.030202310861,onion
2021-11-14,2145.6472468293923,onion
2021-11-15,2147.2209640631318,onion
2021-11-16,2180.4848624062915,onion
2021-11-17,2190.3680124397815,onion
2021-11-18,2211.410450440622,onion
2021-11-19,2256.940092703655,onion
2021-11-20,2230.890256687908,onion
2021-11-21,2350.8918153384225,onion
2021-11-22,2313.5731099566688,onion
2021-11-23,2266.5922171181487,onion
2021-11-24,2339.1659164507887,onion
2021-11-25,2391.9657328199196,onion
2021-11-26,2405.3324090161286,onion
2021-11-27,2418.64303629902,onion
2021-11-28,2399.657836930694,onion
2021-11-29,2336.8019616177885,onion
2021-11-30,2323.856150295119,onion
2021-12-01,2269.020941713611,onion
2021-12-02,2297.8965095502263,onion
2021-12-03,2270.085710284115,onion
2021-12-04,2208.909136238807,onion
2021-12-05,2174.1616614313816,onion
2021-12-06,2176.825000916535,onion
2021-12-07,2130.6022732580054,onion
2021-12-08,2072.379208014524,onion
2021-12-09,2068.615984428829,onion
2021-12-10,2064.9919932956886,onion
2021-12-11,2023.8449946612184,onion
2021-12-12,1985.316179487078,onion
2021-12-13,1982.7123527652184,onion
2021-12-14,1896.1538886350477,onion
2021-12-15,1813.357622143519,onion
2021-12-16,1766.6682586380268,onion
2021-12-17,1746.162535879674,onion
2021-12-18,1752.2846634419807,onion
2021-12-19,1816.5067810206187,onion
2021-12-20,1848.5596265603074,onion
2021-12-21,1829.0915075309297,onion
2021-12-22,1817.0588669851768,onion
2021-12-23,1756.0912214135828,onion
2021-12-24,1745.5437401856916,onion
2021-12-25,1721.699933435971,onion
2021-12-26,1728.901862784156,onion
2021-12-27,1678.4622783508569,onion
2021-12-28,1696.3603584958985,onion
2021-12-29,1764.5700969761094,onion
2021-12-30,1749.3406876137442,onion
2021-12-31,1759.9394599664163,onion
2022-01-01,1784.7478703526435,onion
2022-01-02,1754.4918893512988,onion
2022-01-03,1756.1066756547937,onion
2022-01-04,1747.1141621807876,onion
2022-01-05,1742.5556838646135,onion
2022-01-06,1694.5540809945478,onion
2022-01-07,1687.3885080876041,onion
2022-01-08,1704.0406524881244,onion
2022-01-09,1768.017019828114,onion
2022-01-10,1806.120220735812,onion
2022-01-11,1903.1569391966734,onion
2022-01-12,1852.2264222683375,onion
2022-01-13,1884.2979256590047,onion
2022-01-14,1881.279067432742,onion
2022-01-15,1978.6436327449708,onion
2022-01-16,1924.155845822314,onion
2022-01-17,1869.186636796829,onion
2022-01-18,1827.3332717886913,onion
2022-01-19,1710.0918201374272,onion
2022-01-20,1675.1022326506406,onion
2022-01-21,1629.1435549199427,onion
2022-01-22,1629.580373145354,onion
2022-01-23,1639.576564471305,onion
2022-01-24,1726.0935751426732,onion
2022-01-25,1764.5928955491224,onion
2022-01-26,1725.9558548550197,onion
2022-01-27,1672.0160041905012,onion
2022-01-28,1688.6716426820165,onion
2022-01-29,1614.386549477344,onion
2022-01-30,1699.171756780515,onion
2022-01-31,1749.660327680969,onion
2022-02-01,1716.7083385221144,onion
2022-02-02,1622.2174452971283,onion
2022-02-03,1682.9667150994562,onion
2022-02-04,1669.0803885348362,onion
2022-02-05,1723.0895963628125,onion
2022-02-06,1634.406421495838,onion
2022-02-07,1597.2495419182326,onion
2022-02-08,1591.0667360657771,onion
2022-02-09,1587.0944310326986,onion
2022-02-10,1558.3492688380825,onion
2022-02-11,1583.8247800786958,onion
2022-02-12,1524.2672630079921,onion
2022-02-13,1512.1629434967676,onion
2022-02-14,1513.4344662124272,onion
2022-02-15,1534.3877185911163,onion
2022-02-16,1564.7807081237383,onion
2022-02-17,1502.7529893693702,onion
2022-02-18,1421.4922210452019,onion
2022-02-19,1482.4462177192231,onion
2022-02-20,1494.9129939638183,onion
2022-02-21,1453.0904072567143,onion
2022-02-22,1527.086197887706,onion
2022-02-23,1527.8282056445948,onion
2022-02-24,1581.7365007348942,onion
2022-02-25,1578.9776947907017,onion
2022-02-26,1675.935537138987,onion
2022-02-27,1755.6838685183675,onion
2022-02-28,1733.6219837240465,onion
2022-03-01,1777.5280915972833,onion
2022-03-02,1804.2463272445948,onion
2022-03-03,1866.5929785763203,onion
2022-03-04,1811.0149459757888,onion
2022-03-05,1839.097220056195,onion
2022-03-06,1885.2364999975507,onion
2022-03-07,1789.594795676444,onion
2022-03-08,1724.6399741296264,onion
2022-03-09,1618.1855657590288,onion
2022-03-10,1602.3515127216203,onion
2022-03-11,1636.181595256986,onion
2022-03-12,1708.5758159566476,onion
2022-03-13,1708.1090386585033,onion
2022-03-14,1785.3776351638978,onion
2022-03-15,1710.6650095498753,onion
2022-03-16,1621.28258739112,onion
2022-03-17,1616.0795506984666,onion
2022-03-18,1632.9612321314628,onion
2022-03-19,1628.6672700841286,onion
2022-03-20,1522.7218196804522,onion
2022-03-21,1517.8113813112038,onion
2022-03-22,1452.231678659737,onion
2022-03-23,1486.6706725280444,onion
2022-03-24,1505.2671713823258,onion
2022-03-25,1458.1678386383114,onion
2022-03-26,1433.3111359987104,onion
2022-03-27,1381.6842371842886,onion
2022-03-28,1380.9165975769442,onion
2022-03-29,1431.055381650467,onion
2022-03-30,1383.1479717006805,onion
2022-03-31,1410.687338042559,onion
2022-04-01,1385.960710363086,onion
2022-04-02,1348.597854542707,onion
2022-04-03,1346.274379454125,onion
2022-04-04,1297.5867757440737,onion
2022-04-05,1273.9525749618333,onion
2022-04-06,1218.5796288331542,onion
2022-04-07,1322.4442929023105,onion
2022-04-08,1327.7585846428508,onion
2022-04-09,1296.2171375503644,onion
2022-04-10,1310.9917903360683,onion
2022-04-11,1309.1555520448053,onion
2022-04-12,1301.923961027248,onion
2022-04-13,1336.5938168088742,onion
2022-04-14,1377.737325975062,onion
2022-04-15,1353.6575220750344,onion
2022-04-16,1327.7934596012997,onion
2022-04-17,1317.4850055516915,onion
2022-04-18,1206.0392472038784,onion
2022-04-19,1136.1589091498734,onion
2022-04-20,1211.779444339102,onion
2022-04-21,1299.792241127384,onion
2022-04-22,1291.3445943270174,onion
2022-04-23,1324.3455505932654,onion
2022-04-24,1343.421147308577,onion
2022-04-25,1500.4967647851672,onion
2022-04-26,1556.4655750611928,onion
2022-04-27,1548.9403839859306,onion
2022-04-28,1500.1845542761907,onion
2022-04-29,1419.8585471777883,onion
2022-04-30,1431.6345580275938,onion
2022-05-01,1395.1843296028267,onion
2022-05-02,1326.1679575308863,onion
2022-05-03,1297.315954168142,onion
2022-05-04,1247.2922349040596,onion
2022-05-05,1336.7034719596068,onion
2022-05-06,1384.051390367887,onion
2022-05-07,1385.9717304946982,onion
2022-05-08,1462.2495028293056,onion
2022-05-09,1466.8729281551002,onion
2022-05-10,1424.471259525585,onion
2022-05-11,1502.1380381985562,onion
2022-05-12,1529.040779618818,onion
2022-05-13,1476.5976563101187,onion
2022-05-14,1467.548769279736,onion
2022-05-15,1424.4168812249036,onion
2022-05-16,1356.7885570521887,onion
2022-05-17,1405.961663287727,onion
2022-05-18,1503.3132620454792,onion
2022-05-19,1433.3186181136125,onion
2022-05-20,1462.8007075858686,onion
2022-05-21,1431.0125649780598,onion
2022-05-22,1408.0360444902637,onion
2022-05-23,1380.255627388515,onion
2022-05-24,1339.4509763567537,onion
2022-05-25,1345.0880382268601,onion
2022-05-26,1306.6387716417712,onion
2022-05-27,1324.0288374979277,onion
2022-05-28,1325.0363552755123,onion
2022-05-29,1316.5882258266815,onion
2022-05-30,1274.878278208068,onion
2022-05-31,1250.5421461154901,onion
2022-06-01,1293.300864484468,onion
2022-06-02,1322.4807065759978,onion
2022-06-03,1277.1533302045502,onion
2022-06-04,1286.5768788719204,onion
2022-06-05,1328.4146974630712,onion
2022-06-06,1248.3761394577411,onion
2022-06-07,1280.5766262875832,onion
2022-06-08,1251.833905814539,onion
2022-06-09,1285.3271611279063,onion
2022-06-10,1251.4576600782223,onion
2022-06-11,1166.184401843432,onion
2022-06-12,1091.4835919124052,onion
2022-06-13,1102.0581674072264,onion
2022-06-14,1123.003129145156,onion
2022-06-15,1085.3272353070324,onion
2022-06-16,1125.5503135397605,onion
2022-06-17,1049.9633041555173,onion
2022-06-18,1055.6600481400412,onion
2022-06-19,1003.9960371891175,onion
2022-06-20,981.3243110552271,onion
2022-06-21,994.0677583999433,onion
2022-06-22,961.1657349677467,onion
2022-06-23,952.7146430569005,onion
2022-06-24,1013.9749906564845,onion
2022-06-25,994.8508973671973,onion
2022-06-26,1046.7384850231103,onion
2022-06-27,999.3183725897671,onion
2022-06-28,1035.822214033736,onion
2022-06-29,1117.1842007859561,onion
2022-06-30,1001.2582917638724,onion
2022-07-01,978.8883631550711,onion
2022-07-02,1025.6642022509968,onion
2022-07-03,1032.4986489038272,onion
2022-07-04,1067.9059695943163,onion
2022-07-05,1053.848590866639,onion
2022-07-06,1074.601108422951,onion
2022-07-07,1082.825224484888,onion
2022-07-08,1157.0578230781807,onion
2022-07-09,1184.1377087816777,onion
2022-07-10,1214.8350877098042,onion
2022-07-11,1207.4445376494846,onion
2022-07-12,1196.4153356928703,onion
2022-07-13,1188.3591195880317,onion
2022-07-14,1221.814544315186,onion
2022-07-15,1213.829029387869,onion
2022-07-16,1241.541191644932,onion
2022-07-17,1357.9804077443052,onion
2022-07-18,1411.8770347610036,onion
2022-07-19,1404.8383174573914,onion
2022-07-20,1474.3022472164407,onion
2022-07-21,1461.9124336210343,onion
2022-07-22,1368.267958189721,onion
2022-07-23,1327.9982834800562,onion
2022-07-24,1245.3987217591623,onion
2022-07-25,1240.4150731219138,onion
2022-07-26,1254.027690618953,onion
2022-07-27,1350.2690024203382,onion
2022-07-28,1377.1099910601395,onion
2022-07-29,1376.1127647984936,onion
2022-07-30,1427.5607885616982,onion
2022-07-31,1325.95280734007,onion
2022-08-01,1348.7144790986968,onion
2022-08-02,1397.783449211071,onion
2022-08-03,1333.3984679378575,onion
2022-08-04,1401.4182007394468,onion
2022-08-05,1427.8146570993786,onion
2022-08-06,1415.9939682623508,onion
2022-08-07,1456.813182202418,onion
2022-08-08,1578.7115614485895,onion
2022-08-09,1593.7306429725425,onion
2022-08-10,1611.7670594281083,onion
2022-08-11,1594.063673262534,onion
2022-08-12,1557.1901813240438,onion
2022-08-13,1605.0631685247754,onion
2022-08-14,1567.6577138588364,onion
2022-08-15,1577.3828714426293,onion
2022-08-16,1559.452341675521,onion
2022-08-17,1589.71228612933,onion
2022-08-18,1612.101145671091,onion
2022-08-19,1669.2361199705642,onion
2022-08-20,1647.8505776284157,onion
2022-08-21,1638.899819311179,onion
2022-08-22,1594.6836371358402,onion
2022-08-23,1578.0753013893177,onion
2022-08-24,1602.878820013774,onion
2022-08-25,1646.170674445766,onion
2022-08-26,1604.6389947479693,onion
2022-08-27,1653.5265108582928,onion
2022-08-28,1725.7378735813745,onion
2022-08-29,1749.394861270932,onion
2022-08-30,1845.7467546734167,onion
2022-08-31,1807.6423596247698,onion
2022-09-01,1746.7567772667035,onion
2022-09-02,1660.3856292761554,onion
2022-09-03,1739.4801322650915,onion
2022-09-04,1774.9088124374925,onion
2022-09-05,1774.1314026432199,onion
2022-09-06,1790.1472059063465,onion
2022-09-07,1735.5698094233007,onion
2022-09-08,1860.646012215676,onion
2022-09-09,1867.3941510701236,onion
2022-09-10,1873.0160077789656,onion
2022-09-11,1909.3440188183208,onion
2022-09-12,1932.70760002879,onion
2022-09-13,1942.7476492421708,onion
2022-09-14,1901.8689734850618,onion
2022-09-15,1924.9050118721602,onion
2022-09-16,2018.0081364584687,onion
2022-09-17,2082.418976037048,onion
2022-09-18,2157.929927848277,onion
2022-09-19,2126.7105454697526,onion
2022-09-20,2072.1960935474285,onion
2022-09-21,2061.9628256714977,onion
2022-09-22,2061.0098147725025,onion
2022-09-23,2111.9991944006,onion
2022-09-24,2022.6359790268473,onion
2022-09-25,2096.160775419341,onion
2022-09-26,2083.8371649820047,onion
2022-09-27,2058.3163681849933,onion
2022-09-28,2004.044822058285,onion
2022-09-29,1918.7210920238308,onion
2022-09-30,1959.00519938145,onion
2022-10-01,1953.4909937532411,onion
2022-10-02,1879.9231288911235,onion
2022-10-03,1807.57072771012,onion
2022-10-04,1784.6300781914113,onion
2022-10-05,1862.3885528920528,onion
2022-10-06,1842.1612142660313,onion
2022-10-07,1760.1608423248053,onion
2022-10-08,1742.670472274012,onion
2022-10-09,1724.180884341148,onion
2022-10-10,1584.8529345072463,onion
2022-10-11,1580.4411324912107,onion
2022-10-12,1567.2855833309525,onion
2022-10-13,1600.7501899050044,onion
2022-10-14,1691.1829908541715,onion
2022-10-15,1773.687582514476,onion
2022-10-16,1784.7693963364447,onion
2022-10-17,1753.7477129726324,onion
2022-10-18,1907.3407488756727,onion
2022-10-19,1932.1548555988836,onion
2022-10-20,1954.208223082553,onion
2022-10-21,1973.9178042654016,onion
2022-10-22,2004.3436862184863,onion
2022-10-23,2017.0387918979193,onion
2022-10-24,2008.014915715949,onion
2022-10-25,2000.5116703396102,onion
2022-10-26,1988.863773422018,onion
2022-10-27,1951.9152593968895,onion
2022-10-28,1907.2346650750935,onion
2022-10-29,1904.4114831581865,onion
2022-10-30,1883.57439262398,onion
2022-10-31,1951.1025542006348,onion
2022-11-01,1809.5320126969716,onion
2022-11-02,1857.9167150391554,onion
2022-11-03,1913.0626403632539,onion
2022-11-04,1801.1318759355813,onion
2022-11-05,1777.9748587128522,onion
2022-11-06,1753.8433182388055,onion
2022-11-07,1678.3908671381382,onion
2022-11-08,1635.9322154158317,onion
2022-11-09,1577.6847788342236,onion
2022-11-10,1663.7446054287202,onion
2022-11-11,1707.2536329775187,onion
2022-11-12,1766.6863150676763,onion
2022-11-13,1797.4361919684845,onion
2022-11-14,1735.0348795682535,onion
2022-11-15,1734.1081686628997,onion
2022-11-16,1783.8947333510378,onion
2022-11-17,1747.1104482394196,onion
2022-11-18,1807.8181607832505,onion
2022-11-19,1819.6455276596787,onion
2022-11-20,1824.5115767290051,onion
2022-11-21,1883.5693436045997,onion
2022-11-22,1928.1111223068096,onion
2022-11-23,1931.5005915697193,onion
2022-11-24,2010.8370699065374,onion
2022-11-25,1976.5671621284118,onion
2022-11-26,1997.8325992330567,onion
2022-11-27,2017.5310101468147,onion
2022-11-28,1991.7030679781788,onion
2022-11-29,1998.1756577307212,onion
2022-11-30,1925.6564657568417,onion
2022-12-01,1958.8446874020499,onion
2022-12-02,1935.9226868318594,onion
2022-12-03,1896.5680820692703,onion
2022-12-04,1936.5871817197294,onion
2022-12-05,1888.1382535581968,onion
2022-12-06,1805.4524236688549,onion
2022-12-07,1717.0119165192825,onion
2022-12-08,1738.4721757561788,onion
2022-12-09,1665.181264616241,onion
2022-12-10,1745.1173484231344,onion
2022-12-11,1631.6185310604856,onion
2022-12-12,1709.3089788537777,onion
2022-12-13,1711.173672636833,onion
2022-12-14,1697.6145435905767,onion
2022-12-15,1661.9162983783176,onion
2022-12-16,1674.1347781283548,onion
2022-12-17,1664.2703474445452,onion
2022-12-18,1711.6500345964803,onion
2022-12-19,1708.6284163376527,onion
2022-12-20,1707.4709360839936,onion
2022-12-21,1680.6409067516208,onion
2022-12-22,1669.680807430535,onion
2022-12-23,1677.177279726527,onion
2022-12-24,1583.6253144991654,onion
2022-12-25,1510.0435371038964,onion
2022-12-26,1542.5058710629542,onion
2022-12-27,1545.6990255480923,onion
2022-12-28,1531.0858782194964,onion
2022-12-29,1526.8858573083762,onion
2022-12-30,1539.2272254302923,onion
2022-12-31,1506.9546969062183,onion
2023-01-01,1463.4003666979781,onion
2023-01-02,1469.4246221189028,onion
2023-01-03,1416.6174907957732,onion
2023-01-04,1434.1977787655812,onion
2023-01-05,1345.8846429783775,onion
2023-01-06,1395.9247319850922,onion
2023-01-07,1417.1361114660424,onion
2023-01-08,1427.0948759524154,onion
2023-01-09,1473.1875276306428,onion
2023-01-10,1552.4974993011585,onion
2023-01-11,1597.6660525660418,onion
2023-01-12,1499.1690199481386,onion
2023-01-13,1430.7067912123907,onion
2023-01-14,1396.351726503359,onion
2023-01-15,1395.2292444838336,onion
